sample,roi_id,cell_id,path,Image,User,Stage.Labels,Quality,Notes,Time,cell_area
ROI1_aaaaimck-1,ROI1,aaaaimck-1,results,ROI1_aaaaimck-1.png,Taylor,early transitioning,good,,22:31.9,669.2156493
ROI1_aaaalpdj-1,ROI1,aaaalpdj-1,results,ROI1_aaaalpdj-1.png,Taylor,late transitioning,good,,23:55.1,790.2795599
ROI1_aaabfpcg-1,ROI1,aaabfpcg-1,results,ROI1_aaabfpcg-1.png,Taylor,early transitioning,okay,"less than half the oocyte captured, but still oocyte specific",29:09.4,244.4307901
ROI1_aaabgdkk-1,ROI1,aaabgdkk-1,results,ROI1_aaabgdkk-1.png,Taylor,secondary;other,okay,this oocyte looks very misshapen so we should watch for abnormal signatures; follicle looks like it is about to create an antrum,29:57.4,1560.329119
ROI1_aaacbjaf-1,ROI1,aaacbjaf-1,results,ROI1_aaacbjaf-1.png,Taylor,primordial,okay,oocyte specific but pretty much just the nucleus,30:21.3,328.6923557
ROI1_aaafefio-1,ROI1,aaafefio-1,results,ROI1_aaafefio-1.png,Taylor,primordial,good,,31:02.4,729.3637765
ROI1_aaafndjb-1,ROI1,aaafndjb-1,results,ROI1_aaafndjb-1.png,Taylor,early transitioning,good,,31:14.3,575.6970521
ROI1_aaafpofm-1,ROI1,aaafpofm-1,results,ROI1_aaafpofm-1.png,Taylor,primary,good,slight overlap with GCs but not terrible,31:32.6,585.3153337
ROI1_aaaijgjh-1,ROI1,aaaijgjh-1,results,ROI1_aaaijgjh-1.png,Taylor,late transitioning,good,,31:44.4,501.7762682
ROI1_aaajhlki-1,ROI1,aaajhlki-1,results,ROI1_aaajhlki-1.png,Taylor,primordial,poor,overlap with GCs,32:01.9,923.5356585
ROI1_aaajnemh-1,ROI1,aaajnemh-1,results,ROI1_aaajnemh-1.png,Taylor,primordial,good,,33:23.8,509.994706
ROI1_aaakgcjc-1,ROI1,aaakgcjc-1,results,ROI1_aaakgcjc-1.png,Taylor,primordial,good,,33:33.9,595.4754904
ROI1_aaalhaaa-1,ROI1,aaalhaaa-1,results,ROI1_aaalhaaa-1.png,Taylor,early transitioning,good,,33:44.9,773.8426843
ROI1_aaameida-1,ROI1,aaameida-1,results,ROI1_aaameida-1.png,Taylor,late transitioning,good,,33:56.7,780.6161221
ROI1_aaamelpo-1,ROI1,aaamelpo-1,results,ROI1_aaamelpo-1.png,Taylor,early transitioning,okay,oocyte specific but about half oocyte captured,34:14.5,338.4009498
ROI1_aaanbjmd-1,ROI1,aaanbjmd-1,results,ROI1_aaanbjmd-1.png,Taylor,primordial,okay,"about half oocyte captured, oocyte doesn't look great",34:39.6,314.8293864
ROI1_aaanhakn-1,ROI1,aaanhakn-1,results,ROI1_aaanhakn-1.png,Taylor,primary,good,,34:49.4,812.6319045
ROI1_aaanhmdg-1,ROI1,aaanhmdg-1,results,ROI1_aaanhmdg-1.png,Taylor,late transitioning,good,,35:02.4,611.5962722
ROI1_aaanihjo-1,ROI1,aaanihjo-1,results,ROI1_aaanihjo-1.png,Taylor,late transitioning,poor,captures GCs,35:17.1,581.6576774
ROI1_aaaobcfe-1,ROI1,aaaobcfe-1,results,ROI1_aaaobcfe-1.png,Taylor,primary,good,,35:38.0,1290.746297
ROI1_aaapdang-1,ROI1,aaapdang-1,results,ROI1_aaapdang-1.png,Taylor,early transitioning,good,,35:53.5,475.3147048
ROI1_aaaphndo-1,ROI1,aaaphndo-1,results,ROI1_aaaphndo-1.png,Taylor,early transitioning,good,,36:09.9,706.7856507
ROI1_aababmcd-1,ROI1,aababmcd-1,results,ROI1_aababmcd-1.png,Taylor,early transitioning,good,,36:29.4,644.3797109
ROI1_aabaebbj-1,ROI1,aabaebbj-1,results,ROI1_aabaebbj-1.png,Taylor,early transitioning,good,,36:37.6,992.3989423
ROI1_aabakjnc-1,ROI1,aabakjnc-1,results,ROI1_aabakjnc-1.png,Taylor,primordial,good,"mostly nucleus, not a ton of cytoplasm",36:53.6,394.9365768
ROI1_aabbcjjm-1,ROI1,aabbcjjm-1,results,ROI1_aabbcjjm-1.png,Taylor,primordial,good,,37:12.6,506.5628309
ROI1_aabbhpdh-1,ROI1,aabbhpdh-1,results,ROI1_aabbhpdh-1.png,Taylor,late transitioning,okay,about 1/2 oocyte captured,37:35.6,327.4731369
ROI1_aabcfgel-1,ROI1,aabcfgel-1,results,ROI1_aabcfgel-1.png,Taylor,primordial,good,,37:59.6,391.369233
ROI1_aabdefka-1,ROI1,aabdefka-1,results,ROI1_aabdefka-1.png,Taylor,early transitioning,good,,38:09.5,419.185484
ROI1_aabdmgko-1,ROI1,aabdmgko-1,results,ROI1_aabdmgko-1.png,Taylor,transitioning,good,,38:29.7,1154.103479
ROI1_aabdnkmi-1,ROI1,aabdnkmi-1,results,ROI1_aabdnkmi-1.png,Taylor,primordial,poor,reaches into GCs,39:04.7,1176.546136
ROI1_aabdocbo-1,ROI1,aabdocbo-1,results,ROI1_aabdocbo-1.png,Taylor,primordial,good,,39:13.9,574.6133021
ROI1_aabdphmd-1,ROI1,aabdphmd-1,results,ROI1_aabdphmd-1.png,Taylor,transitioning,good,,39:36.2,575.4261146
ROI1_aabfioge-1,ROI1,aabfioge-1,results,ROI1_aabfioge-1.png,Taylor,transitioning,poor,goes into GCs,39:52.8,615.2539286
ROI1_aabfjijn-1,ROI1,aabfjijn-1,results,ROI1_aabfjijn-1.png,Taylor,primordial,good,,40:02.8,718.2101823
ROI1_aabfnnmf-1,ROI1,aabfnnmf-1,results,ROI1_aabfnnmf-1.png,Taylor,primordial,good,,40:15.7,637.1547106
ROI1_aabgcmdg-1,ROI1,aabgcmdg-1,results,ROI1_aabgcmdg-1.png,Taylor,primordial,good,,40:25.1,751.174246
ROI1_aabgimlf-1,ROI1,aabgimlf-1,results,ROI1_aabgimlf-1.png,Taylor,early transitioning,poor,goes out into GCs,40:42.4,728.6412764
ROI1_aabgnnjn-1,ROI1,aabgnnjn-1,results,ROI1_aabgnnjn-1.png,Taylor,transitioning,poor,goes into GCs,41:01.8,308.7332925
ROI1_aabhamhb-1,ROI1,aabhamhb-1,results,ROI1_aabhamhb-1.png,Taylor,primordial,okay,a little bit of overlap into GCs but not too bad,41:21.4,960.9701911
ROI1_aabhbidk-1,ROI1,aabhbidk-1,results,ROI1_aabhbidk-1.png,Taylor,late transitioning,okay,,41:38.3,445.2406412
ROI1_aabhdbci-1,ROI1,aabhdbci-1,results,ROI1_aabhdbci-1.png,Taylor,primordial,good,,41:51.1,865.8711252
ROI1_aabhfgfp-1,ROI1,aabhfgfp-1,results,ROI1_aabhfgfp-1.png,Taylor,primordial,good,,41:57.9,884.8819071
ROI1_aabhpgid-1,ROI1,aabhpgid-1,results,ROI1_aabhpgid-1.png,Taylor,early transitioning,good,,42:07.9,753.2514336
ROI1_aabialgo-1,ROI1,aabialgo-1,results,ROI1_aabialgo-1.png,Taylor,primary,poor,"goes into GCs, hard to tell stage I think this is the end of a follicle",42:41.9,367.7073571
ROI1_aabicijk-1,ROI1,aabicijk-1,results,ROI1_aabicijk-1.png,Taylor,primordial,good,1/2 oocyte,42:55.0,443.2989223
ROI1_aabiikod-1,ROI1,aabiikod-1,results,ROI1_aabiikod-1.png,Taylor,late transitioning,poor,"goes into GCs, hard to tell stage I think it's the end of the folllicle",44:03.4,481.8623612
ROI1_aabijbjj-1,ROI1,aabijbjj-1,results,ROI1_aabijbjj-1.png,Taylor,primordial,good,,44:30.4,367.4364196
ROI1_aabjknje-1,ROI1,aabjknje-1,results,ROI1_aabjknje-1.png,Taylor,early transitioning,good,,44:39.8,507.6917372
ROI1_aabjloam-1,ROI1,aabjloam-1,results,ROI1_aabjloam-1.png,Taylor,early transitioning,good,,44:55.8,959.7058161
ROI1_aabjmjcb-1,ROI1,aabjmjcb-1,results,ROI1_aabjmjcb-1.png,Taylor,late transitioning,poor,"really hard to tell b/c end of follicle, probably exclude",45:27.8,495.6801742
ROI1_aabjmmfg-1,ROI1,aabjmmfg-1,results,ROI1_aabjmmfg-1.png,Taylor,primordial,good,,45:36.7,423.8365779
ROI1_aabjnjpf-1,ROI1,aabjnjpf-1,results,ROI1_aabjnjpf-1.png,Taylor,early transitioning,good,,45:49.9,772.7589343
ROI1_aabjolfh-1,ROI1,aabjolfh-1,results,ROI1_aabjolfh-1.png,Taylor,transitioning,good,,46:01.5,682.9431498
ROI1_aabkdjij-1,ROI1,aabkdjij-1,results,ROI1_aabkdjij-1.png,Taylor,primary,poor,hard to tell stage b/c end of follicle,46:26.0,462.264548
ROI1_aabkefho-1,ROI1,aabkefho-1,results,ROI1_aabkefho-1.png,Taylor,transitioning,good,,46:35.6,398.5039207
ROI1_aablalhf-1,ROI1,aablalhf-1,results,ROI1_aablalhf-1.png,Taylor,primordial,good,,46:48.7,563.5500205
ROI1_aablcloe-1,ROI1,aablcloe-1,results,ROI1_aablcloe-1.png,Taylor,primordial,good,,47:51.9,360.6629818
ROI1_aabldddb-1,ROI1,aabldddb-1,results,ROI1_aabldddb-1.png,Taylor,transitioning,good,,48:14.3,412.9990775
ROI1_aablfpfn-1,ROI1,aablfpfn-1,results,ROI1_aablfpfn-1.png,Taylor,primordial,good,about half oocyte captured,48:28.3,384.8667327
ROI1_aablidlg-1,ROI1,aablidlg-1,results,ROI1_aablidlg-1.png,Taylor,primary,okay,little bit of GCs captured,49:25.4,670.1639306
ROI1_aabljphh-1,ROI1,aabljphh-1,results,ROI1_aabljphh-1.png,Taylor,primordial,good,,49:54.2,397.2395457
ROI1_aablmlmn-1,ROI1,aablmlmn-1,results,ROI1_aablmlmn-1.png,Taylor,early transitioning,good,,50:34.0,372.5842323
ROI1_aabmbnen-1,ROI1,aabmbnen-1,results,ROI1_aabmbnen-1.png,Taylor,primordial,poor,overlapping with GCs,50:55.8,704.3472131
ROI1_aabmjgfk-1,ROI1,aabmjgfk-1,results,ROI1_aabmjgfk-1.png,Taylor,early transitioning,okay,"about half oocyte, mostly nucleus",51:16.7,471.9279859
ROI1_aabmocgc-1,ROI1,aabmocgc-1,results,ROI1_aabmocgc-1.png,Taylor,early transitioning,good,,51:25.7,385.1376702
ROI1_aabmopkh-1,ROI1,aabmopkh-1,results,ROI1_aabmopkh-1.png,Taylor,secondary,good,,52:01.4,734.6922142
ROI1_aabncnje-1,ROI1,aabncnje-1,results,ROI1_aabncnje-1.png,Taylor,primordial,good,,52:09.6,446.8662662
ROI1_aabnefgj-1,ROI1,aabnefgj-1,results,ROI1_aabnefgj-1.png,Taylor,primordial,good,,52:18.6,774.5651844
ROI1_aabnlcni-1,ROI1,aabnlcni-1,results,ROI1_aabnlcni-1.png,Taylor,primordial,good,,52:26.2,527.7862692
ROI1_aabnnjkl-1,ROI1,aabnnjkl-1,results,ROI1_aabnnjkl-1.png,Taylor,primordial,good,,52:33.0,445.2406412
ROI1_aaboancn-1,ROI1,aaboancn-1,results,ROI1_aaboancn-1.png,Taylor,early transitioning,good,,52:45.1,628.3040853
ROI1_aabocefp-1,ROI1,aabocefp-1,results,ROI1_aabocefp-1.png,Taylor,secondary,good,"follicle is pretty misshappen in the tissue, looks like it's about to start forming an antrum? ROI just capturing nucleus",54:06.4,430.2939219
ROI1_aabodlnh-1,ROI1,aabodlnh-1,results,ROI1_aabodlnh-1.png,Taylor,primordial,good,,54:14.6,404.6000147
ROI1_aaboechg-1,ROI1,aaboechg-1,results,ROI1_aaboechg-1.png,Taylor,primary,poor,"end of follicle, goes into GCs",54:37.5,479.6045487
ROI1_aabojccd-1,ROI1,aabojccd-1,results,ROI1_aabojccd-1.png,Taylor,primary,good,,54:47.5,1352.068487
ROI1_aabojnlg-1,ROI1,aabojnlg-1,results,ROI1_aabojnlg-1.png,Taylor,primary,good,,55:00.2,1230.462701
ROI1_aaboljda-1,ROI1,aaboljda-1,results,ROI1_aaboljda-1.png,Taylor,primordial,good,,55:12.7,935.8633152
ROI1_aabonbjp-1,ROI1,aabonbjp-1,results,ROI1_aabonbjp-1.png,Taylor,transitioning,poor,goes into GCs,55:43.2,588.8375214
ROI1_aabooafo-1,ROI1,aabooafo-1,results,ROI1_aabooafo-1.png,Taylor,primordial,good,,55:51.6,650.3403361
ROI1_aabooemh-1,ROI1,aabooemh-1,results,ROI1_aabooemh-1.png,Taylor,primordial,good,,56:47.2,407.0384523
ROI1_aabpbmel-1,ROI1,aabpbmel-1,results,ROI1_aabpbmel-1.png,Taylor,primordial,good,,56:55.1,1142.543479
ROI1_aabpdddg-1,ROI1,aabpdddg-1,results,ROI1_aabpdddg-1.png,Taylor,primordial,good,,57:01.6,1047.895976
ROI1_aabpdmcl-1,ROI1,aabpdmcl-1,results,ROI1_aabpdmcl-1.png,Taylor,transitioning,okay,end of follicle,57:17.9,514.9618937
ROI1_aabpfcik-1,ROI1,aabpfcik-1,results,ROI1_aabpfcik-1.png,Taylor,transitioning,okay,goes into GCs a little bit,57:39.2,618.6858037
ROI1_aabpigli-1,ROI1,aabpigli-1,results,ROI1_aabpigli-1.png,Taylor,transitioning,good,,57:49.8,817.9151859
ROI1_aabpjhmk-1,ROI1,aabpjhmk-1,results,ROI1_aabpjhmk-1.png,Taylor,primordial,good,,58:04.5,448.1306413
ROI1_aabplfgh-1,ROI1,aabplfgh-1,results,ROI1_aabplfgh-1.png,Taylor,transitioning,good,end of follicle,58:34.6,721.4614324
ROI1_aabpnkii-1,ROI1,aabpnkii-1,results,ROI1_aabpnkii-1.png,Taylor,transitioning,good,,58:47.6,833.4489365
ROI1_aepceacn-1,ROI1,aepceacn-1,results,ROI1_aepceacn-1.png,Taylor,primordial,good,follicle might not be super healthy,59:00.0,325.1250118
ROI1_afcggpnj-1,ROI1,afcggpnj-1,results,ROI1_afcggpnj-1.png,Taylor,primordial,good,,59:07.0,440.4540785
ROI1_afhakmdc-1,ROI1,afhakmdc-1,results,ROI1_afhakmdc-1.png,Taylor,primary,good,pretty much just nucleus in ROI,59:21.1,361.7467319
ROI1_afhhcjop-1,ROI1,afhhcjop-1,results,ROI1_afhhcjop-1.png,Taylor,transitioning,good,,59:41.2,381.8864201
ROI1_afijbjpb-1,ROI1,afijbjpb-1,results,ROI1_afijbjpb-1.png,Taylor,primordial,okay,less than half oocyte,00:03.9,333.4789184
ROI1_afpehldn-1,ROI1,afpehldn-1,results,ROI1_afpehldn-1.png,Taylor,early transitioning,good,,00:14.1,350.5931377
ROI1_ahnhimln-1,ROI1,ahnhimln-1,results,ROI1_ahnhimln-1.png,Taylor,transitioning,poor,boundaries not clear,00:28.6,440.725016
ROI1_aifkfgaf-1,ROI1,aifkfgaf-1,results,ROI1_aifkfgaf-1.png,Taylor,primordial,okay,just nucleus,00:38.6,216.7048516
ROI1_aphkmplb-1,ROI1,aphkmplb-1,results,ROI1_aphkmplb-1.png,Taylor,transitioning,poor,goes into GCs,00:48.8,620.356585
ROI1_bfhmjckb-1,ROI1,bfhmjckb-1,results,ROI1_bfhmjckb-1.png,Taylor,primordial,terrible,"goes into GCs, less than half oocyte captured",01:13.0,287.0582917
ROI1_bijmdool-1,ROI1,bijmdool-1,results,ROI1_bijmdool-1.png,Taylor,transitioning,terrible,"GCs captured, less than half oocyte captured",01:33.8,310.8556363
ROI1_ccdehkmh-1,ROI1,ccdehkmh-1,results,ROI1_ccdehkmh-1.png,Taylor,transitioning,poor,captured GCs,01:50.2,264.8865721
ROI1_cfabnpic-1,ROI1,cfabnpic-1,results,ROI1_cfabnpic-1.png,Taylor,primordial,poor,captured GCs,02:04.5,784.905966
ROI1_chgjkbjn-1,ROI1,chgjkbjn-1,results,ROI1_chgjkbjn-1.png,Taylor,primordial,okay,just nucleus,02:15.4,174.0321938
ROI1_chgnkefb-1,ROI1,chgnkefb-1,results,ROI1_chgnkefb-1.png,Taylor,late transitioning,poor,"goes into GCs, hard to tell stage at end of follicle",02:42.4,300.2890734
ROI1_chkocgid-1,ROI1,chkocgid-1,results,ROI1_chkocgid-1.png,Taylor,early transitioning,terrible,"captured GCs, less than half oocyte",03:01.4,327.5182931
ROI1_dofiecgb-1,ROI1,dofiecgb-1,results,ROI1_dofiecgb-1.png,Taylor,transitioning,good,,03:11.3,357.7729817
ROI1_fgapocgh-1,ROI1,fgapocgh-1,results,ROI1_fgapocgh-1.png,Taylor,transitioning,terrible,GC overlap,03:26.9,488.1842365
ROI1_fnbdgfbd-1,ROI1,fnbdgfbd-1,results,ROI1_fnbdgfbd-1.png,Taylor,primordial,poor,GC overlap,03:38.0,383.9636077
ROI1_fnhbibdg-1,ROI1,fnhbibdg-1,results,ROI1_fnhbibdg-1.png,Taylor,transitioning,terrible,GC overlap,03:50.1,291.2578231
ROI1_gbcoplin-1,ROI1,gbcoplin-1,results,ROI1_gbcoplin-1.png,Taylor,primary,terrible,"GCs, end of follicle",04:18.0,318.4870428
ROI1_geaimfea-1,ROI1,geaimfea-1,results,ROI1_geaimfea-1.png,Taylor,primordial,okay,end of follicle difficult to stage,04:41.4,348.1547001
ROI1_kmeoinci-1,ROI1,kmeoinci-1,results,ROI1_kmeoinci-1.png,Taylor,primordial,good,,04:50.2,377.732045
ROI1_monlmgcc-1,ROI1,monlmgcc-1,results,ROI1_monlmgcc-1.png,Taylor,transitioning,poor,captures GCs,05:02.0,248.720634
ROI1_nflabcno-1,ROI1,nflabcno-1,results,ROI1_nflabcno-1.png,Taylor,primordial,okay,goes into GCs a little,05:19.1,708.2306507
ROI1_ngpolkkd-1,ROI1,ngpolkkd-1,results,ROI1_ngpolkkd-1.png,Taylor,primordial,good,,05:26.1,509.8592373
ROI1_oebenbgk-1,ROI1,oebenbgk-1,results,ROI1_oebenbgk-1.png,Taylor,late transitioning,good,,05:34.0,985.2642545
ROI1_ohbegbge-1,ROI1,ohbegbge-1,results,ROI1_ohbegbge-1.png,Taylor,late transitioning,good,,05:41.0,355.3797004
ROI2_aaaacpld-1,ROI2,aaaacpld-1,results,ROI2_aaaacpld-1.png,Taylor,transitioning,poor,GCs,05:51.6,499.7893931
ROI2_aaaadmip-1,ROI2,aaaadmip-1,results,ROI2_aaaadmip-1.png,Taylor,transitioning,good,,06:02.3,423.6559529
ROI2_aaaaemgi-1,ROI2,aaaaemgi-1,results,ROI2_aaaaemgi-1.png,Taylor,primordial,good,,06:08.7,
ROI2_aaaaeokl-1,ROI2,aaaaeokl-1,results,ROI2_aaaaeokl-1.png,Taylor,transitioning,okay,end of follicle difficult to stage,06:38.4,
ROI2_aaaaepgf-1,ROI2,aaaaepgf-1,results,ROI2_aaaaepgf-1.png,Taylor,primordial,good,,06:44.8,
ROI2_aaaafplh-1,ROI2,aaaafplh-1,results,ROI2_aaaafplh-1.png,Taylor,primordial,good,,06:52.0,390.0145454
ROI2_aaaaiilm-1,ROI2,aaaaiilm-1,results,ROI2_aaaaiilm-1.png,Taylor,primary,good,end of follicle,07:02.6,390.3757954
ROI2_aaaajbge-1,ROI2,aaaajbge-1,results,ROI2_aaaajbge-1.png,Taylor,primordial,good,,07:18.7,548.6033012
ROI2_aaabclgn-1,ROI2,aaabclgn-1,results,ROI2_aaabclgn-1.png,Taylor,primordial,good,,07:26.4,643.3411171
ROI2_aaabnnen-1,ROI2,aaabnnen-1,results,ROI2_aaabnnen-1.png,Taylor,primary,good,,08:05.6,638.2384607
ROI2_aaacbpck-1,ROI2,aaacbpck-1,results,ROI2_aaacbpck-1.png,Taylor,primary,good,,08:15.0,428.0361093
ROI2_aaacilnf-1,ROI2,aaacilnf-1,results,ROI2_aaacilnf-1.png,Taylor,primordial,good,,08:22.8,508.8657997
ROI2_aaackene-1,ROI2,aaackene-1,results,ROI2_aaackene-1.png,Taylor,primary,poor,hard to tell end of follicle,08:47.5,257.3906343
ROI2_aaaclgnj-1,ROI2,aaaclgnj-1,results,ROI2_aaaclgnj-1.png,Taylor,late transitioning,good,,11:49.8,648.1276798
ROI2_aaacmbkh-1,ROI2,aaacmbkh-1,results,ROI2_aaacmbkh-1.png,Taylor,early transitioning,good,,11:59.3,394.8462643
